Doi,keywords
10.3389/fgene.2019.01145,DNA-protein interactions;  ARTIFICIAL neural networks;  DEEP learning;  MACHINE learning;  deep neural networks;  motif inference;  network pruning;  convolutional neural networks;  interpretation;  Genetics;  QH426-470
10.3389/fbioe.2019.00316,visuomotor strategy;  eye-hand coordination;  upper-limb amputees;  object segmentation;  phantom limb movements;  object tracking;  Biotechnology;  TP248.13-248.65
10.1186/s12911-019-0951-4,Interpretability;  Deep learning;  Predictive models;  Electronic health record;  Computer applications to medicine. Medical informatics;  R858-859.7
10.7554/eLife.47463,PUPILLARY reflex;  DECISION making;  REINFORCEMENT learning;  ASSIGNMENT problems (Programming);  LEARNING;  eligibility trace;  human learning;  sequential decision making;  pupillometry;  reward prediction error;  reinforcement learning;  Medicine;  Science;  Biology (General);  QH301-705.5
10.1186/s13244-019-0684-z,MEDICAL research;  EARLY diagnosis;  COMPUTER-assisted surgery;  PATIENT selection;  IMAGE analysis
10.3390/ijerph16224349,HEATING control;  WATER supply;  SEQUENTIAL learning;  MACHINE learning;  SOLAR heating;  TEMPERATURE;  indoor temperature;  machine learning;  user feedback;  thermal comfort;  Medicine
10.1038/s42003-019-0437-z,IMMUNOGLOBULIN M;  CRYOMICROSCOPY;  HINGES;  ANTIGENS;  MONOMERS;  CLOSTRIDIUM;  CHARGE exchange;  NAD (Coenzyme);  MICROBIAL metabolism;  IRON;  UBIQUINONES;  FLAVINS;  QUINONE;  BACILLUS subtilis;  MOLECULAR chaperones;  BACTERIOPHAGES;  PROTEIN folding;  ENCODING;  QUATERNARY structure;  ALPHA-synuclein;  MULTIPLE system atrophy;  PARKINSON'S disease;  INSULIN receptors;  PEPTIDES;  SMALL molecules;  BLOOD sugar;  PROTEIN-tyrosine kinases;  INSULIN;  NOZZLES;  ESCHERICHIA coli;  BACTERIAL cell walls;  BACTERIAL DNA;  BACTERIAL genomes
10.1007/s12539-018-0313-4,DNA sequencing;  DEEP learning;  NUCLEOTIDE sequence;  COVID-19 pandemic;  DRUG design;  BIOLOGICAL classification;  FREE-space optical technology;  ENCODING;  IMAGE compression;  VIDEO coding;  ARTIFICIAL neural networks;  RECURRENT neural networks;  NON-coding DNA;  COMPUTER engineering;  CLASSIFICATION;  GENE regulatory networks;  METAGENOMICS;  FEATURE selection;  GREEDY algorithms;  FEATURE extraction
10.2106/JBJS.19.00989,ALGORITHMS;  NATURAL language processing;  ORTHOPEDICS;  TOTAL hip replacement;  COMMON data elements (Metadata)
10.1093/jamia/ocz130,DEEP learning;  MACHINE learning;  DIAGNOSTIC imaging;  DIAGNOSIS;  GENERALIZED estimating equations;  LOGISTIC regression analysis;  META-analysis;  SUPPORT vector machines;  STROKE;  DECISION trees;  PROGNOSIS
10.3389/fgene.2019.01110,COMPUTER-assisted image analysis (Medicine);  IMAGE segmentation;  IMAGE processing;  SIGNAL convolution;  LEFT heart atrium;  DEEP learning;  ARTIFICIAL neural networks;  LIVER cancer;  COMPUTED tomography;  liver and tumors segmentation;  computed tomography;  deep learning;  spatial channel-wise convolution;  Channel-UNet;  Genetics;  QH426-470
10.1001/jamanetworkopen.2019.14645,ISOCITRATE dehydrogenase;  GENETIC mutation;  GLIOMAS;  BIOMARKERS;  DEEP learning;  DYSPLASIA;  HISTOPATHOLOGY;  BIOPSY;  PATHOLOGISTS
10.1186/s12911-019-0942-5,DELIVERY (Obstetrics);  DELIVERY of goods;  MACHINE learning;  MATERNAL age;  RECEIVER operating characteristic curves;  BIRTH order;  ARTIFICIAL neural networks;  LOGISTIC regression analysis;  Skilled delivery;  Machine learning;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1038/s41398-019-0390-0,CHILDREN with autism spectrum disorders;  ATTENTION-deficit hyperactivity disorder;  CONVOLUTIONAL neural networks;  AUTISM spectrum disorders;  DEEP learning;  MACHINE learning;  NEURAL development;  APPLICATION program interfaces;  PREDICTIVE validity;  SCHIZOPHRENIA;  CANNABIDIOL;  MENTAL illness;  FEATURE selection;  ARTIFICIAL neural networks;  AUTISTIC children;  SPEECH therapy education
10.1186/s40798-019-0202-3,PREDICTION models;  ATHLETE training;  BEES algorithm;  SPORTS events;  PRINCIPAL components analysis;  EVALUATION methodology;  SPORTS forecasting;  LOGISTIC regression analysis;  REGRESSION analysis;  LINEAR acceleration;  ANGULAR acceleration;  ANGULAR velocity;  DEEP learning;  CONVOLUTIONAL neural networks;  SKIING equipment;  SKIING;  LIVE television programs;  TELEVISION broadcasting;  VOLLEYBALL players;  INDEPENDENT variables;  STRENGTH training;  PLYOMETRICS;  EXERCISE therapy;  PHYSICAL activity;  RANDOM forest algorithms;  HUMAN activity recognition;  BODY temperature;  WEARABLE technology;  HEAT exhaustion;  ELECTRONIC health records;  ATHLETIC ability;  DUMBBELLS;  SPORTS medicine;  ELECTRONIC equipment;  ARTIFICIAL intelligence;  INFORMATION storage & retrieval systems;  BASEBALL injuries;  STATISTICS;  FOOTBALL injuries;  MACHINE learning;  PHYSICAL training & conditioning;  RISK assessment;  DATA analysis;  ALGORITHMS;  DISEASE risk factors;  SELF-management (Psychology);  SPORTS;  PATIENT monitoring
10.1088/1361-6560/ab3d07,SUBSET selection;  ALGORITHMS;  POSITRON emission tomography;  BIG data;  PROCESS optimization
10.3390/jcm8111944,NUCLEAR medicine;  PROSTATE-specific antigen;  NEUROENDOCRINE tumors;  CHEMOKINE receptors;  SOMATOSTATIN receptors;  molecular imaging;  theranostics;  prostate-specific membrane antigen;  somatostatin receptor;  molecular imaging reporting and data systems;  Medicine
10.1128/mBio.02877-19,idiopathic meningitis;  metagenomics;  etiology;  Bangladesh;  cerebrospinal fluid;  Chikungunya virus;  Microbiology;  QR1-502
10.1590/1516-4446-2018-0295,PSYCHOTHERAPY;  COGNITIVE therapy;  RANDOM forest algorithms;  SENSORY perception;  Psychiatry;  RC435-571
10.1186/s13244-019-0738-2,PULMONARY embolism;  MEDICAL personnel;  ANGIOGRAPHY;  DEEP learning;  SCREEN time;  DIAGNOSIS;  RADIOLOGY;  ARTIFICIAL intelligence;  RADIOLOGISTS;  MEDICAL protocols;  DIGITAL subtraction angiography;  RADIATION doses;  FLUOROSCOPY;  BODY mass index;  HEMORRHAGE;  PERIAPICAL diseases;  RADIOGRAPHY;  ACCURACY;  ARTIFICIAL neural networks;  DATA analysis software;  ALGORITHMS;  VALUE creation;  BLUEPRINTS;  CLINICS;  PATIENT care;  SCIENTISTS
10.3389/fmed.2019.00264,DEEP learning;  BREAST imaging;  BREAST cancer;  HISTOPATHOLOGY;  CANCER diagnosis;  STATISTICAL significance;  LYMPHOID tissue;  MACHINE learning;  FOLLICULAR dendritic cells;  LYMPHATICS;  OPTICAL flow;  CELL motility;  LASER microscopy;  DENDRITIC cells;  SURVIVAL analysis (Biometry);  TUMOR grading;  CANCER invasiveness;  TUMOR-infiltrating immune cells;  CONVOLUTIONAL neural networks;  DISEASE progression;  PILOT projects;  CLASSIFICATION;  PATHOLOGISTS;  IMAGE analysis;  SIGNAL convolution;  CONTEXTUAL analysis;  ANIMAL models in research;  FLUORESCENCE;  STEREOLOGY;  HISTOLOGY;  INTRAHEPATIC bile ducts;  RECEIVER operating characteristic curves;  INSTRUCTIONAL systems;  BLADDER cancer;  SQUAMOUS cell carcinoma;  CELL imaging;  ORAL cancer;  COMPUTER-assisted image analysis (Medicine);  PIXELS
10.1038/s42003-019-0575-3,ANESTHESIA;  ISOELECTRIC proteins;  ELECTROENCEPHALOGRAPHY;  ALPHA rhythm;  PATIENT monitoring
10.1148/ryai.2019180011,KIDNEY stones;  DEEP learning;  URINARY organ diseases;  RADIATION doses;  SIGNAL-to-noise ratio;  IMAGE reconstruction algorithms;  IMAGE reconstruction;  MULTIDETECTOR computed tomography;  REAR-screen projection;  SIGNAL convolution;  COMPUTERS in medicine;  DIAGNOSTIC imaging;  COMPUTED tomography;  IMAGING phantoms;  ALGORITHMS;  METASTASIS;  CONVOLUTIONAL neural networks;  OVARIAN cancer;  WILCOXON signed-rank test;  LIVER metastasis;  ARTIFICIAL intelligence;  TOMOGRAPHY;  INTRACLASS correlation;  RADIATION exposure
10.1186/s12882-019-1558-9,Chronic kidney disease;  Electronic health records;  Healthcare systems;  Hypertension;  Diabetes;  Pre-diabetes;  Diseases of the genitourinary system. Urology;  RC870-923
10.1007/s40120-019-00153-8,DEEP learning;  SYSTEMATIC reviews;  MACHINE learning;  CENTRAL nervous system tumors;  DIAGNOSTIC imaging;  MENINGIOMA;  PITUITARY tumors;  MEDLINE;  ACOUSTIC neuroma;  CENTRAL nervous system;  PILOT projects;  CONFIDENCE intervals;  RESEARCH evaluation;  STRUCTURAL models;  MAGNETIC resonance imaging;  ARTIFICIAL neural networks;  NEURORADIOLOGY;  NEUROSYPHILIS;  NEUROINFORMATICS;  TREPONEMA pallidum;  SEXUALLY transmitted diseases;  ARTIFICIAL intelligence;  BLOOD-brain barrier;  META-analysis;  BRAIN mapping;  ATTENTION-deficit hyperactivity disorder;  EARLY diagnosis;  APOLIPOPROTEIN E4;  LEWY body dementia;  ALZHEIMER'S disease;  SINGLE-photon emission computed tomography;  DATA augmentation;  SIGNAL convolution;  COMPUTER-aided diagnosis;  MEDICAL research;  BREAST cancer chemotherapy;  CANCER histopathology;  POSITRON emission tomography;  GLYCOLYSIS;  Artificial intelligence;  Biomedical informatics;  Computer vision;  Connectome mapping;  Deep learning;  Genomics;  Neurology. Diseases of the nervous system;  RC346-429
10.1002/hbm.24750,ARTIFICIAL neural networks;  MAGNETIC resonance imaging;  PEARSON correlation (Statistics);  IMAGE segmentation;  RADIOMICS;  FEATURE extraction;  DATA harmonization;  WHITE matter (Nerve tissue);  MACHINE learning;  SCANNING systems;  DEEP learning;  ECHO-planar imaging;  GENERATIVE adversarial networks;  ELECTRONIC data processing;  SPATIAL resolution;  BIPOLAR disorder;  NEUROLOGICAL disorders;  FUNCTIONAL magnetic resonance imaging;  HOSPITAL care;  COGNITIVE ability;  BRAIN
10.3389/fonc.2019.01250,GENETIC correlations;  COLON cancer;  TEXTURES;  COMPUTED tomography;  BRAF genes;  GENETIC markers;  COLORECTAL liver metastasis;  RADIOMICS;  HEPATOCELLULAR carcinoma;  LIVER metastasis;  HEPATIC portal system;  CANCER prognosis;  STOMACH cancer;  OVERALL survival;  CANCER chemotherapy;  TUMOR classification;  COLORECTAL cancer;  MICROSATELLITE repeats;  FEATURE selection;  ARTIFICIAL intelligence;  COLON tumors;  DNA;  IMMUNE system;  IMMUNOTHERAPY;  MACHINE learning;  ARTIFICIAL neural networks;  RECTUM tumors;  TUMOR markers;  TREATMENT effectiveness;  EARLY detection of cancer;  ANTINEOPLASTIC agents;  APOPTOSIS;  CANCER patients;  COMBINED modality therapy;  DEGENERATION (Pathology);  METASTASIS;  POLYMERASE chain reaction;  SEQUENCE analysis;  DUAL energy CT (Tomography);  IODINE deficiency;  RECEIVER operating characteristic curves;  MATERIALS analysis;  DECISION making;  TOMOGRAPHY;  microsatellite instability;  colorectal neoplasms;  iodine-based material decomposition image;  radiomics;  dual-energy computed tomography;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.1038/s41537-019-0077-9,INTERFERENCE (Sound);  FRACTAL dimensions;  SOCIAL robots;  SALADS;  FRACTAL analysis;  RANDOM walks;  MENTAL illness;  SEARCH engines;  PSYCHIATRIC hospital care;  FEASIBILITY studies;  SYMPTOMS;  WEB search engines;  COGNITION disorders;  SCHIZOAFFECTIVE disorders;  PSYCHOSES;  PSYCHIATRIC research;  SPEECH apraxia
10.1186/s13014-019-1392-z,COMPUTED tomography;  SMALL intestine;  LIKERT scale;  PANCREATIC cancer;  DUODENUM;  LARGE intestine;  DEEP learning;  MICE;  LABORATORY animals;  CONFORMITY;  IMAGE segmentation;  PHYSICIANS;  LUNGS;  ARTIFICIAL intelligence;  HEAD & neck cancer;  PROSTATE cancer patients;  SEMINAL vesicles;  LIVER cancer;  RADIOTHERAPY treatment planning;  STANDARD deviations;  ATLASES;  AUTOETHNOGRAPHY;  Contouring;  Atlas-based auto-segmentation;  Deep-learning-based auto-segmentation;  Deep convolution neural network (DCNN);  Medical physics. Medical radiology. Nuclear medicine;  R895-920;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.1186/s12911-019-0929-2,MACHINE learning;  STOMACH cancer;  BODY mass index;  ARTIFICIAL intelligence;  ALGORITHMS;  IRON deficiency anemia;  WEB-based user interfaces;  HEALTH care teams;  SUPPORT vector machines;  DECISION trees;  ARTIFICIAL neural networks;  Thalassemia trait;  Iron deficiency anemia;  Machine learning;  Support vector machine;  Random forest;  Discrimination;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1016/j.abrep.2019.100200,Psychology;  BF1-990;  Social pathology. Social and public welfare. Criminology;  HV1-9960
10.3389/fgene.2019.01141,CELLULAR recognition;  T cell receptors;  CYTOTOXIC T cells;  T cells;  MACHINE learning;  MAJOR histocompatibility complex;  ANTIGEN presentation;  CELL membranes;  cancer immunotherapy;  T cell receptor;  neoepitope;  neoantigen;  cross-reactivity;  MHC binding affinity prediction;  Genetics;  QH426-470
10.3390/cells8111332,FEATURE selection;  GENETIC regulation;  RNA modification & restriction;  RNA;  TRANSCRIPTOMES;  RNA-binding proteins;  ALTERNATIVE RNA splicing;  MACHINE learning;  HUMAN genome;  AMINO acids;  FORECASTING;  MOLECULAR docking;  MAST cells;  RHINITIS;  QUALITY of life;  SPECIALTY pharmacies;  ALLERGENS;  HISTAMINE;  RANDOM forest algorithms;  CHEMICAL properties;  TRANSFER RNA;  FEATURE extraction;  CHEMICAL models;  DEEP learning;  GEOBACTER;  CONVOLUTIONAL neural networks;  GENETIC transcription regulation;  GENE expression;  WEB servers;  GENOMES;  MICE;  DNA replication;  CELL cycle;  machine learning;  dna methylation;  mouse genome;  n4-methylcytosine identification;  Biology (General);  QH301-705.5
10.1186/s13326-019-0212-6,DEEP learning;  META-analysis;  SEMANTIC Web;  INVISIBLE Web;  OPEN learning;  Semantic deep learning;  Ontology;  Deep learning;  CBOW;  Skip-gram;  One health;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1186/s13550-019-0542-5,INDIVIDUALIZED medicine;  ARTIFICIAL intelligence;  PATIENT selection;  IMMUNOCOMPUTERS;  ADVERSE health care events;  IMMUNE system;  RADIONUCLIDE imaging;  Gliblastoma;  Immunotherapy;  Artificial Intelligence;  Radiomics;  Imaging;  RANO;  Medical physics. Medical radiology. Nuclear medicine;  R895-920
10.1186/s13244-019-0764-0,INDIVIDUALIZED medicine;  COMPUTER-assisted image analysis (Medicine);  POSITRON emission tomography;  MAGNETIC resonance imaging;  COMPUTED tomography;  PROSTATE cancer;  IMAGE segmentation;  ARTIFICIAL intelligence;  CLINICAL trials;  BIOMARKERS;  DEEP learning;  METADATA;  BIOBANKS;  MEDICAL protocols;  DIAGNOSTIC imaging;  TRIAL practice;  DATA acquisition systems;  CORONARY disease;  PATTERN perception;  PROGRAMMED cell death 1 receptors;  FORECASTING;  EPIDERMAL growth factor receptors;  META-analysis;  NON-small-cell lung carcinoma;  Imaging biomarkers;  Clinical decision making;  Quantitation;  Standardisation;  Medical physics. Medical radiology. Nuclear medicine;  R895-920
10.1016/j.media.2019.101537,ADIPOSE tissues;  DEEP learning;  PERICARDIUM;  CORONARY artery disease;  MEDICAL literature;  IMAGE processing;  CONVOLUTIONAL neural networks;  LEFT heart atrium;  POINT cloud;  SURFACE reconstruction;  DATA mining;  COMPUTED tomography;  CARDIOVASCULAR disease diagnosis;  IMAGE segmentation;  MAGNETIC resonance imaging;  HEART disease related mortality;  MEDICAL protocols;  LUNG cancer;  CANCER patients;  CANCER patient care;  IMAGE registration;  LETTERS;  POINT set theory;  RECORDING & registration;  MEDICAL personnel;  ARRHYTHMIA;  THREE-dimensional imaging;  ATRIAL arrhythmias;  IMAGE analysis;  CARDIAC imaging;  SEEDS;  ALGORITHMS;  DIAGNOSTIC imaging
10.1186/s13062-019-0249-6,CELL death;  DNA damage;  CELL metabolism;  CELL cycle;  CELLULAR control mechanisms;  TUMORS;  PROGNOSIS;  P53 protein;  P53 antioncogene;  GENE regulatory networks;  REGULATOR genes;  PANCREATIC cancer;  COLORECTAL cancer;  ONCOLOGIC surgery;  CANCER patients;  LENGTH of stay in hospitals;  RECTAL cancer;  COHORT analysis;  AROMATASE;  TIME-resolved spectroscopy;  LIGAND binding;  PROTEINS;  COVID-19;  SERODIAGNOSIS;  SOCIAL distancing;  IMMUNOGLOBULIN M;  IMMUNOGLOBULIN G;  SARS-CoV-2;  PANDEMICS;  MOLECULAR biologists;  CANCER;  NEUROBLASTOMA;  TREATMENT effectiveness;  COVID-19 pandemic;  NEURODEGENERATION;  EPIDEMICS
10.1161/JAHA.119.013018,cardiotoxicity;  cell death;  pharmacology;  Diseases of the circulatory (Cardiovascular) system;  RC666-701
10.3389/fgene.2019.01186,SOCIAL networks;  NEUROTROPHINS;  NERVE growth factor;  AUTISM;  AUTISM spectrum disorders;  RAPAMYCIN;  GENE regulatory networks;  affected sibs;  autism social behavior;  network analysis;  InWeb_IM;  GeNetMeta;  synaptome;  Genetics;  QH426-470
10.1186/s40463-019-0389-9,DIAGNOSIS of ear diseases;  ALGORITHMS;  AUTOMATION;  DIGITAL image processing;  ARTIFICIAL neural networks;  OTOSCOPY;  TYMPANIC membrane;  MIDDLE ear ventilation;  SOFTWARE architecture;  DEEP learning;  EARWAX impaction;  RESEARCH evaluation;  Neural network;  Machine learning;  Automated;  Otoscopy;  Deep learning;  Artificial intelligence;  Surgery;  RD1-811
10.1038/s41537-018-0070-8,EMOTION recognition;  CONVOLUTIONAL neural networks;  PSYCHOTHERAPY;  COLLEGE students;  EMOTIONS;  INTELLIGENT tutoring systems;  EMOTICONS & emojis;  MENTAL health education;  PUBLIC health education;  PUBLIC art;  ARTIFICIAL intelligence;  STATE universities & colleges;  HEALTH education;  MENTAL health;  UNIVERSITIES & colleges;  TECHNOLOGY;  VISUAL perception;  MACHINE learning;  BRAIN-computer interfaces;  DEEP learning;  CLASSIFICATION;  ELECTROENCEPHALOGRAPHY;  INFORMATION society;  COVID-19 pandemic;  OPEN innovation;  GENERATION Z;  DIGITAL technology;  TECHNOLOGICAL innovations
10.1093/eurheartj/ehz592,ATHEROSCLEROTIC plaque;  SYMPTOMS;  DRUG development;  CORONARY artery disease;  THROMBOSIS;  INDIGESTION treatment;  SENSES;  SUPPORT vector machines;  ACUPUNCTURE;  RETROSPECTIVE studies;  REGRESSION analysis;  TREATMENT effectiveness;  PREDICTIVE validity;  STATISTICAL models;  SENSITIVITY & specificity (Statistics);  RECEIVER operating characteristic curves;  PREDICTION models;  ALGORITHMS;  HEALTH care rationing;  DEEP learning;  REAR-screen projection;  FEATURE extraction;  COMPUTED tomography;  HEART valves;  RADIOMICS;  ACUTE coronary syndrome;  CORONARY disease;  SECONDARY prevention;  DISEASE risk factors;  HEART diseases;  MEDICAL personnel;  PARTICLE swarm optimization;  MACHINE learning;  GENETICS;  RISK assessment;  GENOMICS;  TYPE 2 diabetes;  ADIPOSE tissues;  CORONARY artery calcification;  ANGIOGRAPHY;  HEART failure;  UNCOUPLING proteins;  CORONARY arteries;  HEART metabolism;  ATRIAL fibrillation
10.3389/fbioe.2019.00370,cancer subtype;  expression rule;  immunosignature;  multi-class classification;  feature selection;  Biotechnology;  TP248.13-248.65
10.3390/ijerph16224360,word embedding;  data extraction;  machine learning;  medical records;  Medicine
10.1038/s41436-019-0566-2,MISSENSE mutation;  MITOCHONDRIA;  MITOCHONDRIAL pathology;  MOLECULAR diagnosis;  CLASSIFICATION;  EXOMES;  ARTIFICIAL intelligence;  COMPUTER vision;  DEEP learning;  GRAPHICS processing units;  MACHINE learning;  INDIVIDUALIZED medicine
10.3389/fbioe.2019.00305,DRUG discovery;  PROCESS capability;  PREDICTION models;  LIFE sciences;  DEEP learning;  MEDICAL technology;  NANOBIOTECHNOLOGY;  FLATHEAD catfish;  GENETIC transcription regulation;  BINDING sites;  FRESH water;  CELL membranes;  TRANSCRIPTION factors;  LYSOSOMES;  MULTICASTING (Computer networks);  HEURISTIC algorithms;  STATISTICAL correlation;  NATURAL languages;  SEMANTICS;  MODEL-based reasoning;  NATURAL language processing;  RANDOM forest algorithms;  MENTAL health;  PSYCHOLOGICAL typologies;  MENTAL illness;  DNA replication;  GENE expression;  MACHINE learning;  NUCLEOTIDE sequence;  GENETIC research;  CONVOLUTIONAL neural networks;  POSITRON emission tomography;  NEOADJUVANT chemotherapy;  COMPUTED tomography;  CANCER genes;  EPITHELIAL-mesenchymal transition;  NON-small-cell lung carcinoma;  PROTEIN-tyrosine kinases;  CHEMICAL bonds;  RECEIVER operating characteristic curves;  COMPUTATIONAL biology;  GENE regulatory networks;  SUPERVISED learning;  DNA promoter;  transcription factor;  word embedding;  convolutional neural network;  natural language processing;  precision medicine;  Biotechnology;  TP248.13-248.65
10.36660/abc.20190701,Cardiovascular Diseases;  Telemedicine;  Hypertension/prevention and control;  White Coat Hypertension;  Masked Hypertension;  Hypertension Self-Monotoring;  Diseases of the circulatory (Cardiovascular) system;  RC666-701
10.3389/fbioe.2019.00330,in vivo detection of non-coding RNA;  an artificial intelligent signal amplification system;  early diagnosis of precancerous lesions;  fluorescent molecular tomography;  stem cell tracing;  Biotechnology;  TP248.13-248.65
10.3389/fphys.2019.01416,NEURAL cell adhesion molecule;  SKELETAL muscle;  SKELETAL muscle injuries;  SOCIABILITY;  muscle regeneration;  cross-sectional area;  central nucleation;  Duchenne muscular dystrophy;  machine learning;  histological analysis;  Physiology;  QP1-981
10.1016/j.mri.2019.05.031,FUNCTIONAL magnetic resonance imaging;  ALZHEIMER'S disease;  FUNCTIONAL connectivity;  OLDER patients;  FUNCTIONAL analysis;  OXYGEN in the blood;  AUTISM spectrum disorders;  FEATURE selection;  PRINCIPAL components analysis;  SUPPORT vector machines;  PEARSON correlation (Statistics);  T-test (Statistics);  REPRESENTATIONS of graphs;  NEUROBEHAVIORAL disorders;  LEARNING;  MACHINE learning;  SUPERVISED learning;  AUDITORY evoked response;  ALGORITHMS;  FEATURE extraction
10.1186/s12911-019-0950-5,GLYCEMIC index;  TYPE 2 diabetes;  FAMILY medicine;  MACHINE learning;  GLYCEMIC control;  ELECTRONIC health records;  Machine learning methodology;  Diabetes program;  Family medicine clinics;  Mexico;  Computer applications to medicine. Medical informatics;  R858-859.7
10.1016/j.jmir.2019.07.010,PROGNOSIS;  BIOMARKERS;  MACHINE learning;  COLORECTAL cancer;  OVERALL survival;  GENE regulatory networks
10.1080/17460441.2019.1652593,TRYPANOSOMA cruzi;  NAPHTHOQUINONE;  BINDING sites;  COMPARATIVE molecular field analysis;  LIPOPHILICITY;  STRUCTURE-activity relationships;  CHAGAS' disease;  MOLECULAR docking;  ORAL drug administration;  TRYPANOSOMIASIS;  AFRICAN trypanosomiasis;  NEGLECTED diseases;  TERPENES;  PROTOZOAN diseases;  LEISHMANIA;  TRYPANOSOMA brucei;  DOSAGE forms of drugs;  DRUG resistance;  DRUGS;  LEISHMANIASIS
10.1148/ryai.2019180069,ARTIFICIAL neural networks;  DEEP learning;  IRON overload;  CONVOLUTIONAL neural networks;  MAGNETIC resonance;  INTRACLASS correlation
10.1016/j.dadm.2019.06.002,Dementia;  bvFTD;  Data‐driven computational approaches;  Classifiers;  Neuroimaging;  Neurology. Diseases of the nervous system;  RC346-429;  Geriatrics;  RC952-954.6
10.3389/fnhum.2019.00410,attention;  traffic performance;  human factors;  automation;  psychophysiology;  fatigue;  Neurosciences. Biological psychiatry. Neuropsychiatry;  RC321-571;  TRAFFIC safety;  MENTAL work;  BODY sensor networks;  MOTOR vehicle driving;  PUPILLARY reflex;  PSYCHOPHYSIOLOGY;  PUPILLOMETRY;  NEAR infrared spectroscopy;  GALVANIC skin response
10.1088/1748-9326/ab4e55,MACHINE learning;  PRECIPITATION anomalies;  RANDOM forest algorithms;  DECISION trees;  FORECASTING;  OCEAN temperature;  STATISTICAL correlation;  CONVOLUTIONAL neural networks;  AGRICULTURAL climatology;  CLIMATE change;  EMERGENCY management;  SNOW accumulation;  LAND surface temperature;  DEEP learning;  SOIL temperature;  NUMERICAL weather forecasting;  ATMOSPHERIC physics;  ARTIFICIAL neural networks;  METEOROLOGICAL research;  WEATHER forecasting;  HUMAN-artificial intelligence interaction;  SMART cities;  PANDEMICS;  SOCIAL impact;  SUSTAINABLE urban development;  INTELLIGENT buildings
10.1016/j.mec.2019.e00089,Biotechnology;  TP248.13-248.65;  Biology (General);  QH301-705.5
10.1186/s12879-019-4580-4,SUPPORT vector machines;  ARTIFICIAL neural networks;  LEPTOSPIROSIS;  Leptospirosis;  GIS;  ANN;  GWR;  SVM;  GLM;  Infectious and parasitic diseases;  RC109-216
10.3389/fimmu.2019.02820,T cells;  HIGH throughput screening (Drug development);  PEPTIDES;  MOLECULAR cloning;  GENOME editing;  RNA sequencing;  TYPE 1 diabetes;  IMMUNOLOGY;  ANTIGENS;  PHENOTYPES;  T cell receptors;  IMMUNOTHERAPY;  FORECASTING;  EPITOPES;  AMINO acid sequence;  IMMUNOLOGIC memory;  GAUSSIAN processes;  ALPHA fetoproteins;  TCR repertoire analysis;  epitope specificity;  enrichment analysis;  immunoinformatics;  vaccines;  infectious disease;  Immunologic diseases. Allergy;  RC581-607
10.1093/humrep/dez199,HUMAN embryology;  RANDOMIZED controlled trials
10.1007/s00259-019-04370-z,MACHINE learning;  SIGNAL peptides;  DISEASE relapse;  FACTOR analysis;  CHROMOSOME abnormalities;  PREDICTION models;  COMPUTED tomography;  ALGORITHMS;  RARE diseases;  SINGLE-photon emission computed tomography;  ARTIFICIAL intelligence;  POSITRON emission tomography;  KNOWLEDGE representation (Information theory);  NON-small-cell lung carcinoma;  MEDICAL databases;  LYMPHOMA risk factors;  THREE-dimensional imaging;  CANCER relapse;  MANN Whitney U Test;  INDIVIDUALIZED medicine;  RISK assessment;  DESCRIPTIVE statistics;  TUMOR markers;  RECEIVER operating characteristic curves;  DATA analysis software;  DISEASE risk factors;  BIOPSY;  BONE marrow;  DEOXY sugars;  LYMPHOMAS;  ARTIFICIAL neural networks;  PELVIC bones;  RADIOPHARMACEUTICALS;  RETROSPECTIVE studies
10.1186/s12984-019-0609-6,MACHINE learning;  DATA distribution;  STROKE;  SUPPORT vector machines;  PRESSURE;  OUTLIER detection;  Stroke;  Reaching;  Machine learning;  Classification;  Pressure;  Neurosciences. Biological psychiatry. Neuropsychiatry;  RC321-571
10.3389/fonc.2019.01203,RADIOMICS;  HEPATOCELLULAR carcinoma;  RECEIVER operating characteristic curves;  PREOPERATIVE risk factors;  PREDICTION models;  LACTATE dehydrogenase;  CANCER prognosis;  MULTIVARIATE analysis;  RADIO frequency;  SURGICAL excision;  ULTRASONIC imaging;  FEATURE extraction;  hepatocellular carcinoma;  microvascular invasion;  prediction;  radiomics analysis;  original radio frequency signals;  Neoplasms. Tumors. Oncology. Including cancer and carcinogens;  RC254-282
10.1038/s41390-019-0506-5,EXOTIC animals;  DIGITAL cameras;  ANIMAL welfare;  LIONS;  GIANT panda
10.1002/acr2.11068,Diseases of the musculoskeletal system;  RC925-935
10.1186/s12874-019-0848-z,MONTE Carlo method;  HIV-positive persons;  MACHINE learning;  FISHER discriminant analysis;  NUCLEOSIDE reverse transcriptase inhibitors;  CLASSIFICATION algorithms;  HIV/AIDS;  Machine learning;  Classification;  Dimension reduction;  Mitochondrial toxicity;  Antiretroviral therapy;  Medicine (General);  R5-920
10.3389/fimmu.2019.02696,allergy;  severe asthma associated with fungal sensitivity;  fungi;  Low- and lower-middle-income countries;  hyperreactivity;  Immunologic diseases. Allergy;  RC581-607
